"007151601569";"Microsoft Corporation";"Transceptor de Radiação Restrita                                                ";"1683";"1683";"05/10/2017";"25/02/2018"
"002080601293";"KATHREIN MOBILCOM BRASIL LTDA";"Antena Direcional                                                               ";"813 553/A1817SHP";"813 553/A1817SHP";"05/10/2017";"18/01/2008"
"007161609443";"Cavotec Micro-control AS";"Equipamento de Radiocomunicação de Radiação Restrita";"MC-MB2-MBL";"MC-MB2-MBL";"05/10/2017";"02/03/2018"
"007171200160";"INTELBRAS S.A. INDUSTRIA DE TELECOMUNICACAO ELETRONICA BRASILEIRA";"Terminal de Linha Óptica";"KGS 1115";"KGS 1115";"05/10/2017";""
"007171200160";"INTELBRAS S.A. INDUSTRIA DE TELECOMUNICACAO ELETRONICA BRASILEIRA";"Terminal de Linha Óptica";"KGM 1105";"KGM 1105";"05/10/2017";""
"007171200160";"INTELBRAS S.A. INDUSTRIA DE TELECOMUNICACAO ELETRONICA BRASILEIRA";"Terminal de Linha Óptica";"KGS 1120";"KGS 1120";"05/10/2017";""
"007530802894";"Amplimatic S/A Indústria e Comércio";"Antena Direcional                                                               ";"GSM 900 Y 12E 14";"GSM 900 Y 12E 14";"05/10/2017";"22/10/2014"
"002190401403";"EMS Wireless do Brasil Ltda.";"Antena Direcional                                                               ";"RR651500*BL2";"RR651500*BL2";"05/10/2017";"20/02/2008"
"002190401403";"EMS Wireless do Brasil Ltda.";"Antena Direcional                                                               ";"RR651500DBL3";"RR651500DBL3";"05/10/2017";"20/02/2008"
"002190401403";"EMS Wireless do Brasil Ltda.";"Antena Direcional                                                               ";"RR651503*BL2";"RR651503*BL2";"05/10/2017";"20/02/2008"
"002190401403";"EMS Wireless do Brasil Ltda.";"Antena Direcional                                                               ";"RR651503DBL3";"RR651503DBL3";"05/10/2017";"20/02/2008"
"002190401403";"EMS Wireless do Brasil Ltda.";"Antena Direcional                                                               ";"RR651506*BL2";"RR651506*BL2";"05/10/2017";"20/02/2008"
"002190401403";"EMS Wireless do Brasil Ltda.";"Antena Direcional                                                               ";"RR651506DBL3";"RR651506DBL3";"05/10/2017";"20/02/2008"
"002190401403";"EMS Wireless do Brasil Ltda.";"Antena Direcional                                                               ";"RR651510*BL2";"RR651510*BL2";"05/10/2017";"20/02/2008"
"002190401403";"EMS Wireless do Brasil Ltda.";"Antena Direcional                                                               ";"RR651510DBL3";"RR651510DBL3";"05/10/2017";"20/02/2008"
"002190401403";"EMS Wireless do Brasil Ltda.";"Antena Direcional                                                               ";"RR6512V212DB3";"RR6512V212DB3";"05/10/2017";"20/02/2008"
"002190401403";"EMS Wireless do Brasil Ltda.";"Antena Direcional                                                               ";"RR651505*BL2";"RR651505*BL2";"05/10/2017";"20/02/2008"
"002190401403";"EMS Wireless do Brasil Ltda.";"Antena Direcional                                                               ";"RR651505DBL3";"RR651505DBL3";"05/10/2017";"20/02/2008"
"002190502527";"Terabeam Wireless Corporation";"Transceptor de Radiação Restrita - Modulação Digital                            ";"MBS58HEXN";"MBS58HEXN";"05/10/2017";"07/01/2007"
"018061703111";"Multilaser Industrial S.A.";"Transceptor de Radiação Restrita                                                ";"Legacy";"";"05/10/2017";""
"007530802894";"Amplimatic S/A Indústria e Comércio";"Antena Direcional                                                               ";"GSM 900 Y 16E 17";"GSM 900 Y 16E 17";"05/10/2017";"22/10/2014"
"019841600953";"Samsung Electronics Co Ltd.";"Sistemas de Identificação por Radiofrequências                                  ";"SM-A910F";"Galaxy A9";"05/10/2017";"01/06/2018"
"002190502527";"Terabeam Wireless Corporation";"Transceptor de Radiação Restrita - Modulação Digital                            ";"MPB58HEXN";"MPB58HEXN";"05/10/2017";"07/01/2007"
"002190602671";"Epygi Technologies, Ltd";"Equipamento para Interconexão de Redes";"Quadro E1T1";"Quadro E1T1";"05/10/2017";""
"002190703387";"BLUECOM SOLUCOES DE CONECTIVIDADE E INFORMATICA LTDA.";"Transceptor de Radiação Restrita                                                ";"78-0354U";"78-0354U";"05/10/2017";"31/01/2009"
"007531202435";"Sony Mobile Communications AB";"Transceptor de Radiação Restrita                                                ";"MN2";"MN2";"05/10/2017";"29/05/2014"
"019841600953";"Samsung Electronics Co Ltd.";"Telefone Móvel Celular";"SM-A910F/DS";"Galaxy A9";"05/10/2017";"01/06/2018"
"007531303924";"Jabil Circuit (Guangzhou) Ltd.";"Unidade Retificadora";"R48-3500e";"R48-3500e";"05/10/2017";""
"007531503269";"SAMSUNG ELECTRONICS CO., LTD.";"Equipamento de Fac-Símile";"MultiXpress K7600GX";"MultiXpress K7600GX";"05/10/2017";"07/04/2018"
"019841600953";"Samsung Electronics Co Ltd.";"Sistemas de Identificação por Radiofrequências                                  ";"SM-A910F/DS";"Galaxy A9";"05/10/2017";"01/06/2018"
"007531503269";"SAMSUNG ELECTRONICS CO., LTD.";"Equipamento de Fac-Símile";"MultiXpress K7600LX";"MultiXpress K7600LX";"05/10/2017";"07/04/2018"
"007531503269";"SAMSUNG ELECTRONICS CO., LTD.";"Equipamento de Fac-Símile";"MultiXpress K7650GX";"MultiXpress K7650GX";"05/10/2017";"07/04/2018"
"019841600953";"Samsung Electronics Co Ltd.";"Equipamento de Radiocomunicação de Radiação Restrita";"SM-A910F";"Galaxy A9";"05/10/2017";"01/06/2018"
"002191001138";"TERACOM TELEMATICA S.A.";"Multiplex SDH - Equipamento STM-4";"DM810";"DM810";"05/10/2017";""
"007531503269";"SAMSUNG ELECTRONICS CO., LTD.";"Equipamento de Fac-Símile";"MultiXpress K7500GX";"MultiXpress K7500GX";"05/10/2017";"07/04/2018"
"019851306024";"GuangDong Qunxing Toys Joint-stock Co., Ltd.";"Sistema de Telecomando";"JN-001TXTP";"JN-001TXTP";"05/10/2017";"19/08/2017"
"007531503269";"SAMSUNG ELECTRONICS CO., LTD.";"Equipamento de Fac-Símile";"MultiXpress K7400GX";"MultiXpress K7400GX";"05/10/2017";"07/04/2018"
"007531503269";"SAMSUNG ELECTRONICS CO., LTD.";"Equipamento de Fac-Símile";"MultiXpress K7400LX";"MultiXpress K7400LX";"05/10/2017";"07/04/2018"
"019851607745";"Cambium Network, Ltd.";"ATA - Adaptador para Telefone Analógico (com fio)                               ";"R201";"R201";"05/10/2017";"09/05/2018"
"007540703857";"Metrocable Indústria e Comércio Ltda.";"Cabo de Fibras Ópticas";"CFOT-SM-EO 72 COG";"CFOT-SM-EO 72 COG";"05/10/2017";""
"007550703857";"Metrocable Indústria e Comércio Ltda.";"Cabo de Fibras Ópticas";"CFOT-MM-EO 72 COG (50/125)";"CFOT-MM-EO 72 COG (50/125)";"05/10/2017";""
"019851607745";"Cambium Network, Ltd.";"Transceptor de Radiação Restrita                                                ";"R201P";"R201P";"05/10/2017";"09/05/2018"
"002191100502";"MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA";"Telefone Móvel Celular";"EX109";"EX109";"05/10/2017";"11/03/2014"
"007561606047";"Moxa Inc.";"Transceptor de Radiação Restrita                                                ";"AWK-3191-US-T";"AWK-3191-US-T";"05/10/2017";"01/03/2018"
"002191100502";"MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA";"Telefone Móvel Celular";"EX108";"EX108";"05/10/2017";"11/03/2014"
"002191308405";"NovelSat US";"Modulador Digital                                                               ";"NS1000";"NS1000";"05/10/2017";"29/01/2017"
"019851607745";"Cambium Network, Ltd.";"Transceptor de Radiação Restrita                                                ";"R201";"R201";"05/10/2017";"09/05/2018"
"007590703857";"Metrocable Indústria e Comércio Ltda.";"Cabo de Fibras Ópticas";"CFOT-SM-UB 72 COG";"CFOT-SM-UB 72 COG";"05/10/2017";""
"007591501261";"Juniper Networks Inc.";"Equipamento para Interconexão de Redes";"SRX110H-VA";"SRX110H-VA";"05/10/2017";""
"019871607640";"Skycom Telecommunications Co Limited";"Carregador de Bateria para Telefone Celular                                     ";"NB-0501000EU";"NB-0501000EU";"05/10/2017";"20/06/2017"
"019881607640";"Skycom Telecommunications Co Limited";"Bateria de Lítio                                                                ";"365364AR";"365364AR";"05/10/2017";"21/06/2017"
"007591501261";"Juniper Networks Inc.";"Equipamento para Interconexão de Redes";"SRX110H2-VA";"SRX110H2-VA";"05/10/2017";""
"007591501261";"Juniper Networks Inc.";"Equipamento para Interconexão de Redes";"SRX110H2-VB";"SRX110H2-VB";"05/10/2017";""
"019881709153";"Tera-Radio";"Antena Ponto a Ponto                                                            ";"TR-4400 ";"";"05/10/2017";"05/01/2019"
"019891401812";"Amazon Fullfilment Services Inc.";"Transceptor de Radiação Restrita                                                ";"SQ46CW";"SQ46CW";"05/10/2017";"18/09/2016"
"007600703857";"Metrocable Indústria e Comércio Ltda.";"Cabo de Fibras Ópticas";"CFOT-MM-UB 72 COG (50/125)";"CFOT-MM-UB 72 COG (50/125)";"05/10/2017";""
"002370201583";"Western Multiplex Corporation";"Transceptor de Radiação Restrita - Espalhamento Espectral                       ";"LYNX 31850-30XXX";"LYNX 31850-30XXX";"05/10/2017";"13/03/2004"
"002370400164";"Symbol Technologies, Inc";"Transceptor de Radiação Restrita - Espalhamento Espectral                       ";"LA -302(x) Family";"LA -302(x) Family";"05/10/2017";"07/01/2006"
"019891606145";"Double Horse Toys Industry Co., Ltd.";"Equipamento de Radiocomunicação de Radiação Restrita";"LB-319T (27MHz)";"";"05/10/2017";"13/06/2018"
"002370502570";"Johnson  Controls do Brasil Automotive Ltda.";"Dispositivo de Operação Periódica";"CR9002 B (Redondo) ";"CR9002 B (Redondo) ";"05/10/2017";"23/02/2007"
"002370603077";"Verifone Internacional Holdings Inc.";"Modem Analógico";"Vx510 ";"Vx510 ";"05/10/2017";"06/06/2015"
"002370603077";"Verifone Internacional Holdings Inc.";"Modem Analógico";"Vx510 GPRS";"Vx510 GPRS";"05/10/2017";"06/06/2015"
"002370603077";"Verifone Internacional Holdings Inc.";"Modem Analógico";"Vx510 Ethernet ";"Vx510 Ethernet ";"05/10/2017";"06/06/2015"
"002370900160";"INTELBRAS S.A. INDUSTRIA DE TELECOMUNICACAO ELETRONICA BRASILEIRA";"Dispositivo de Operação Periódica";"XAC 2000 TX";"XAC 2000 TX";"05/10/2017";"02/04/2018"
"020851605567";"Medtronic Inc";"Equipamento de Radiocomunicação de Radiação Restrita";"37714";"37714";"05/10/2017";"20/06/2018"
"020851605567";"Medtronic Inc";"Equipamento de Radiocomunicação de Radiação Restrita";"97714";"97714";"05/10/2017";"20/06/2018"
"002371004719";"Ericsson AB";"Estação Terminal de Acesso";"F3607gw";"F3607gw";"05/10/2017";"27/11/2010"
"002371100800";"Telcon Fios e Cabos para Telecomunicações S/A";"Cabo de Fibras Ópticas";"CFOA-MM (62,5/125)–DD-G 72 FO";"CFOA-MM (62,5/125)–DD-G 72 FO";"05/10/2017";""
"002371203111";"Multilaser Industrial S.A.";"Estação Terminal de Acesso";"Sky";"Sky";"05/10/2017";"30/01/2013"
"002371308735";"Daesung Electric Co., Ltd.";"Dispositivo de Operação Periódica";"Dsec – VQTXKR13";"";"05/10/2017";"07/04/2017"
"002371404313";"Humax Automotive Co.,Ltd.";"Transceptor de Radiação Restrita                                                ";"MTXHAMS4002";"MTXHAMS4002";"05/10/2017";"24/01/2016"
"002371505199";"ALCATEL-LUCENT ITALIA S.p.A";"Transceptor Digital                                                             ";"9581 MPR HL";"";"05/10/2017";"02/03/2019"
"002380201583";"Western Multiplex Corporation";"Transceptor de Radiação Restrita - Espalhamento Espectral                       ";"Tsunami 31850-42XXX";"Tsunami 31850-42XXX";"05/10/2017";"13/03/2004"
"002380402247";"Multiband Antennas Limited";"Antena Omnidirecional";"Dynaflex";"Dynaflex";"05/10/2017";"08/03/2006"
"002380502570";"Johnson  Controls do Brasil Automotive Ltda.";"Dispositivo de Operação Periódica";"CR9002 A (Oblongo)";"CR9002 A (Oblongo)";"05/10/2017";"23/02/2007"
"002380603078";"Targus Group International Inc.";"Transceptor de Radiação Restrita - Espalhamento Espectral                       ";"AMP01";"AMP01";"05/10/2017";"05/01/2008"
"002380703593";"NETGEAR, Inc.";"Equipamento de Rede de Dados";"FS116";"FS116";"05/10/2017";""
"002380901900";"PANASONIC CORPORATION";"Telefone Dedicado";"KX-DT321X";"KX-DT321X";"05/10/2017";"04/02/2014"
"002381100800";"Telcon Fios e Cabos para Telecomunicações S/A";"Cabo de Fibras Ópticas";"CFOA-MM (50/125)–DD-G 72 FO";"CFOA-MM (50/125)–DD-G 72 FO";"05/10/2017";""
"020861105519";"NEXANS BRASIL S/A";"Cabo para Transmissão de Dados                                                  ";"Cabo F/UTP Essential Cat. 5e  4 pares CM";"Cabo F/UTP Essential Cat. 5e  4 pares CM";"05/10/2017";"24/10/2017"
"002381207688";"Shenzhenshi JingRiChang Electronic Technology Co.,";"Carregador de Bateria para Telefone Celular                                     ";"D700";"D700";"05/10/2017";"30/01/2014"
"002381308735";"Daesung Electric Co., Ltd.";"Dispositivo de Operação Periódica";"HM-TX";"";"05/10/2017";"07/04/2017"
"002390201583";"Western Multiplex Corporation";"Transceptor de Radiação Restrita - Espalhamento Espectral                       ";"LYNX 31950-1XXX";"LYNX 31950-1XXX";"05/10/2017";"13/03/2004"
"020861105519";"NEXANS BRASIL S/A";"Cabo para Transmissão de Dados                                                  ";"Cabo F/UTP Essential Cat. 5e  4 pares LSZH";"Cabo F/UTP Essential Cat. 5e  4 pares LSZH";"05/10/2017";"24/10/2017"
"002390502416";"Motorola ESG";"Transceptor de Radiação Restrita - Espalhamento Espectral                       ";"HF800";"HF800";"05/10/2017";"15/10/2006"
"002390600160";"INTELBRAS S.A. INDUSTRIA DE TELECOMUNICACAO ELETRONICA BRASILEIRA";"Sistema de Telefone sem Cordão - Espalhamento Espectral";"GXT 2.4 ";"GXT 2.4 ";"05/10/2017";"28/12/2008"
"002390703724";"Sharp Office Equipments (Chang-Shu) Co. Ltd.";"Equipamento de Fac-Símile";"AR-M237";"AR-M237";"05/10/2017";"22/01/2009"
"002390703724";"Sharp Office Equipments (Chang-Shu) Co. Ltd.";"Equipamento de Fac-Símile";"AR-M277";"AR-M277";"05/10/2017";"22/01/2009"
"002391100800";"Telcon Fios e Cabos para Telecomunicações S/A";"Cabo de Fibras Ópticas";"CFOA-MM (62,5/125)–DD-S 72 FO";"CFOA-MM (62,5/125)–DD-S 72 FO";"05/10/2017";""
"002391205519";"NEXANS BRASIL S/A";"Cabo para Transmissão de Dados                                                  ";"U/UTP 6 4P Flexível (interno)";"";"05/10/2017";"01/02/2018"
"002391308735";"Daesung Electric Co., Ltd.";"Dispositivo de Operação Periódica";"Dsec – VQTXKR15";"";"05/10/2017";"07/04/2017"
"002391500164";"Symbol Technologies, Inc";"Transceptor de Radiação Restrita                                                ";"CS3070";"";"05/10/2017";"23/02/2019"
"020871508748";"Ingenico S.A.";"Equipamento de Radiocomunicação de Radiação Restrita";"iWL255";"";"05/10/2017";"15/06/2018"
"020871508748";"Ingenico S.A.";"Estação Terminal de Acesso";"iWL256";"";"05/10/2017";"15/06/2018"
"002391606324";"Gentex Corporation";"Equipamento de Radiocomunicação de Radiação Restrita";"UAHL5B ";"UAHL5B ";"05/10/2017";"22/01/2018"
"002400201583";"Western Multiplex Corporation";"Transceptor de Radiação Restrita - Espalhamento Espectral                       ";"LYNX 31900-1XXX";"LYNX 31900-1XXX";"05/10/2017";"13/03/2004"
"002400401636";"Motorola Inc";"Central de Comutação e Controle";"MSS-C";"MSS-C";"05/10/2017";""
"002400501116";"FSE - Fábrica de Sistemas de Energia Ltda.";"Unidade Retificadora";"KNE-4850A";"KNE-4850A";"05/10/2017";""
"002400600160";"INTELBRAS S.A. INDUSTRIA DE TELECOMUNICACAO ELETRONICA BRASILEIRA";"Sistema de Telefone sem Cordão - Espalhamento Espectral";"GXT 2.4S ";"GXT 2.4S ";"05/10/2017";"28/12/2008"
"020871508748";"Ingenico S.A.";"Equipamento de Radiocomunicação de Radiação Restrita";"iWL256";"";"05/10/2017";"15/06/2018"
"020871508748";"Ingenico S.A.";"Estação Terminal de Acesso";"iWL25A";"";"05/10/2017";"15/06/2018"
"020871508748";"Ingenico S.A.";"Transceptor de Radiação Restrita                                                ";"iWL25A";"";"05/10/2017";"15/06/2018"
"002400801938";"Prysmian Telecom. Cabos e Sistemas do Brasil S/A";"Cabo Telefônico - Uso Interno                                                   ";"CCI CM ";"CCI CM ";"05/10/2017";"29/04/2013"
"002400901705";"Andrew do Brasil Ltda.";"Antena Direcional                                                               ";"VHLPX4-6W";"VHLPX4-6W";"05/10/2017";"04/02/2011"
"002400901705";"Andrew do Brasil Ltda.";"Antena Direcional                                                               ";"VHLPX6-6W";"VHLPX6-6W";"05/10/2017";"04/02/2011"
"002401100800";"Telcon Fios e Cabos para Telecomunicações S/A";"Cabo de Fibras Ópticas";"CFOA-MM (50/125)–DD-S 72 FO";"CFOA-MM (50/125)–DD-S 72 FO";"05/10/2017";""
"002401200502";"MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA";"Telefone Móvel Celular";"XT389";"XT389";"05/10/2017";"27/02/2014"
"002401200502";"MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA";"Telefone Móvel Celular";"XT390";"XT390";"05/10/2017";"27/02/2014"
"020871508748";"Ingenico S.A.";"Equipamento de Radiocomunicação de Radiação Restrita";"iWL25A";"";"05/10/2017";"15/06/2018"
"007880901946";"Audiocodes Ltd.";"ATA - Adaptador para Telefone Analógico (com fio)                               ";"MP-204B/4FXS/SIP-3";"MP-204B/4FXS/SIP-3";"05/10/2017";"01/10/2017"
"002401303034";"BelAir Networks Inc.";"Transceptor de Radiação Restrita                                                ";"BelAir100SNE";"BelAir100SNE";"05/10/2017";"30/09/2013"
"002401601086";"Cisco Systems, Inc.";"Transceptor de Radiação Restrita                                                ";"WAP361";"WAP361";"05/10/2017";"17/02/2018"
"002410201595";"JEMA do Brasil Ltda.";"Sistema de Retificadores";"AEON 4000 -48V";"AEON 4000 -48V";"05/10/2017";""
"002410400853";"Thomson MultimIdia Ltda.";"Modem Digital XDSL";"Speed Touch 570";"Speed Touch 570";"05/10/2017";"18/09/2003"
"002410502528";"Ericsson Telecommunications Romania S.R.L.";"Estação Terminal de Acesso";"KRC 101 1452/0";"KRC 101 1452/0";"05/10/2017";"23/12/2005"
"002410502528";"Ericsson Telecommunications Romania S.R.L.";"Estação Terminal de Acesso";"KRC 101 1440/0";"KRC 101 1440/0";"05/10/2017";"23/12/2005"
"002410602465";"Gigaset Communications GMBH";"Transceptor de Radiação Restrita - Híbrido                                      ";"OptiPoint WL2 Professional";"OptiPoint WL2 Professional";"05/10/2017";"19/01/2008"
"002410900160";"INTELBRAS S.A. INDUSTRIA DE TELECOMUNICACAO ELETRONICA BRASILEIRA";"Dispositivo de Operação Periódica";"XAC 3000 4T";"XAC 3000 4T";"05/10/2017";"19/02/2011"
"002411205519";"NEXANS BRASIL S/A";"Cabo para Transmissão de Dados                                                  ";"U/UTP 5e 4P Flexível (interno)";"U/UTP 5e 4P Flexível (interno)";"05/10/2017";"01/02/2018"
"002411301993";"Apple Inc.";"Transceptor de Radiação Restrita                                                ";"A1469";"";"05/10/2017";"06/02/2019"
"002411505807";"Siemens RuggedCom";"Transceptor de Radiação Restrita                                                ";"WiN7258 ";"";"05/10/2017";"22/01/2019"
"002420201595";"JEMA do Brasil Ltda.";"Sistema de Retificadores";"AEON 4000 +24V";"AEON 4000 +24V";"05/10/2017";""
"002420402231";"Johnson Controls Automotive Electr. do Brasil Ltda";"Equipamento de Radiocomunicação de Radiação Restrita";"CR 7003";"CR 7003";"05/10/2017";"27/02/2006"
"002420703726";"EMCEE Communications and Conifer";"Transmissor de Televisão";"HSD 2500";"HSD 2500";"05/10/2017";"28/02/2009"
"002420804319";"Nokia Siemens Networks SpA";"Transceptor Digital                                                             ";"SRA L XD 23GHz ND2 ";"SRA L XD 23GHz ND2 ";"05/10/2017";"30/04/2010"
"002421205519";"NEXANS BRASIL S/A";"Cabo para Transmissão de Dados                                                  ";"U/UTP 5e 4P Sólido CMX (uso interno/externo)";"U/UTP 5e 4P Sólido CMX (uso interno/externo)";"05/10/2017";"30/01/2018"
"002421308735";"Daesung Electric Co., Ltd.";"Dispositivo de Operação Periódica";"Dsec – VQTXKR16";"";"05/10/2017";"07/04/2017"
"002430201595";"JEMA do Brasil Ltda.";"Sistema de Retificadores";"PRS 700 +24V";"PRS 700 +24V";"05/10/2017";""
"002430401124";"Tellabs Oy";"Multiplex SDH - Equipamento STM-64";"6350";"6350";"05/10/2017";""
"002430502485";"Hyperlink Technologies, Inc.";"Antena Direcional                                                               ";"HG2415G";"HG2415G";"05/10/2017";"13/01/2007"
"002430502485";"Hyperlink Technologies, Inc.";"Antena Direcional                                                               ";"HG2419G";"HG2419G";"05/10/2017";"13/01/2007"
"002430502485";"Hyperlink Technologies, Inc.";"Antena Direcional                                                               ";"HG2424G";"HG2424G";"05/10/2017";"13/01/2007"
"002430601699";"Motorola Solutions, Inc.";"Transceptor Troncalizado - Móvel                                                ";"M20QSS9PW1AN (XTL 5000 UHF)";"";"05/10/2017";"16/02/2018"
"002430601699";"Motorola Solutions, Inc.";"Transceptor Troncalizado - Móvel                                                ";"M28QSS9PW1AN (XTL 1500 UHF)";"";"05/10/2017";"16/02/2018"
"002430601699";"Motorola Solutions, Inc.";"Transceptor Troncalizado - Móvel                                                ";"M21QSM9PW1AN (XTL 2500 UHF)";"";"05/10/2017";"16/02/2018"
"002430701003";"LG Electronics do Brasil Ltda.";"Telefone Móvel Celular";"MG230d";"MG230d";"05/10/2017";"12/03/2008"
"002430803596";"Primax Electronics Ltd.";"Equipamento de Radiocomunicação de Radiação Restrita";"MS01";"MS01";"05/10/2017";"08/02/2010"
"002431204036";"Polycom, Inc";"Equipamento de Rede de Dados";"HDX 4500";"HDX 4500";"05/10/2017";""
"002431404339";"Chip Inside Technologia Ltda";"Transceptor de Radiação Restrita                                                ";"C-Tech";"C-Tech";"05/10/2017";"27/01/2016"
"002431500419";"Rohde & Schwarz GmbH & Co.KG";"Transmissor de Televisão Digital Terrestre                                      ";"THU9 7 KW";"THU9 7 KW";"05/10/2017";"03/03/2019"
"002431500419";"Rohde & Schwarz GmbH & Co.KG";"Transmissor de Televisão Digital Terrestre                                      ";"THU9 5,8 KW";"THU9 5,8 KW";"05/10/2017";"03/03/2019"
"002431500419";"Rohde & Schwarz GmbH & Co.KG";"Transmissor de Televisão Digital Terrestre                                      ";"THU9 4,65 KW";"THU9 4,65 KW";"05/10/2017";"03/03/2019"
"002431500419";"Rohde & Schwarz GmbH & Co.KG";"Transmissor de Televisão Digital Terrestre                                      ";"THU9 3,5 KW";"THU9 3,5 KW";"05/10/2017";"03/03/2019"
"002431500419";"Rohde & Schwarz GmbH & Co.KG";"Transmissor de Televisão Digital Terrestre                                      ";"THU9 2,3 KW";"THU9 2,3 KW";"05/10/2017";"03/03/2019"
"002431500419";"Rohde & Schwarz GmbH & Co.KG";"Transmissor de Televisão Digital Terrestre                                      ";"THU9 1,15 KW";"THU9 1,15 KW";"05/10/2017";"03/03/2019"
"002431604304";"SHIMANO INC";"Transceptor de Radiação Restrita                                                ";"SWAN-2";"SWAN-2";"05/10/2017";"20/01/2018"
"002440201595";"JEMA do Brasil Ltda.";"Sistema de Retificadores";"AEON 4000 -48V";"AEON 4000 -48V";"05/10/2017";""
"002440300502";"MOTOROLA MOBILITY COMERCIO DE PRODUTOS ELETRONICOS LTDA";"Transceptor Móvel FM";"VLU III";"VLU III";"05/10/2017";"16/02/2007"
"002440400733";"DIGITRO TECNOLOGIA LTDA";"Central Privada de Comutação Telefônica";"NGC business";"NGC business";"05/10/2017";"26/02/2005"
"002440502485";"Hyperlink Technologies, Inc.";"Antena Direcional                                                               ";"HG2414HSP-090";"HG2414HSP-090";"05/10/2017";"09/11/2006"
"002440600506";"Motorola Solutions Malaysia Sdn Bhd.";"Transceptor de Radiação Restrita                                                ";"DTR620";"DTR620";"05/10/2017";"23/02/2018"
"002440701003";"LG Electronics do Brasil Ltda.";"Telefone Móvel Celular";"MG280d";"MG280d";"05/10/2017";"26/02/2009"
"002440803596";"Primax Electronics Ltd.";"Equipamento de Radiocomunicação de Radiação Restrita";"MS01-D";"MS01-D";"05/10/2017";"08/02/2010"
"002440905062";"Mitel Networks Corporation";"Telefone Dedicado";"Dialog 4223";"Dialog 4223";"05/10/2017";"04/02/2015"
"002441003430";"MAGNETI MARELLI SISTEMAS AUTOMOTIVOS INDUSTRIA E COMERCIO LTDA";"Estação Terminal de Acesso";"OTH 021.08";"OTH 021.08";"05/10/2017";"03/02/2011"
"002441003430";"MAGNETI MARELLI SISTEMAS AUTOMOTIVOS INDUSTRIA E COMERCIO LTDA";"Estação Terminal de Acesso";"OTH 021.10";"OTH 021.10";"05/10/2017";"03/02/2011"
"002441205519";"NEXANS BRASIL S/A";"Cabo para Transmissão de Dados                                                  ";"F/UTP 5e 4P Sólido (interno e externo)";"F/UTP 5e 4P Sólido (interno e externo)";"05/10/2017";"31/01/2018"
"002441402471";"SAF Tehnika A/S";"Transceptor Digital                                                             ";"CFIP-6-Lumina";"CFIP-6-Lumina";"05/10/2017";"23/01/2016"
"002441500419";"Rohde & Schwarz GmbH & Co.KG";"Transmissor de Televisão";"THU9 6,8KW";"THU9 6,8KW";"05/10/2017";"12/03/2017"
"002441500419";"Rohde & Schwarz GmbH & Co.KG";"Transmissor de Televisão";"THU9 5,1KW";"THU9 5,1KW";"05/10/2017";"12/03/2017"
"002441500419";"Rohde & Schwarz GmbH & Co.KG";"Transmissor de Televisão";"THU9 3,4KW";"THU9 3,4KW";"05/10/2017";"12/03/2017"
"002441500419";"Rohde & Schwarz GmbH & Co.KG";"Transmissor de Televisão";"THU9 1,7KW";"THU9 1,7KW";"05/10/2017";"12/03/2017"
"002450201595";"JEMA do Brasil Ltda.";"Sistema de Retificadores";"PRS 700 +24V";"PRS 700 +24V";"05/10/2017";""
"002450301772";"Northern Telecom Ltd.";"Multiplex SDH - Equipamento STM-64";"OPTERA CONNECT DX";"OPTERA CONNECT DX";"05/10/2017";""
"020871508748";"Ingenico S.A.";"Estação Terminal de Acesso";"iWL255";"";"05/10/2017";"15/06/2018"
"002450400733";"DIGITRO TECNOLOGIA LTDA";"Central Privada de Comutação Telefônica";"NGC corporate";"NGC corporate";"05/10/2017";"04/04/2018"
"002450502485";"Hyperlink Technologies, Inc.";"Antena Direcional                                                               ";"HG2417P-090";"HG2417P-090";"05/10/2017";"30/11/2006"
"002450502485";"Hyperlink Technologies, Inc.";"Antena Direcional                                                               ";"HG2420P-090";"HG2420P-090";"05/10/2017";"30/11/2006"
"002450701003";"LG Electronics do Brasil Ltda.";"Telefone Móvel Celular";"ME550c";"ME550c";"05/10/2017";"06/03/2008"
"002450904068";"Vertex Standard (Suzhou) Co., Ltd.";"Transceptor Móvel FM";"VX-2100-D0-50";"VX-2100-D0-50";"05/10/2017";"03/10/2011"
"002450904068";"Vertex Standard (Suzhou) Co., Ltd.";"Transceptor Móvel FM";"VX-2200-D0-50";"VX-2200-D0-50";"05/10/2017";"03/10/2011"
"021921609253";"Wuhan FiberHome International Technologies Co., Lt";"ONT - Terminação de Rede Ótica                                                  ";"AN5506-04";"AN5506-04";"05/10/2017";"20/07/2017"
"021931306887";"BLU PRODUCTS, Inc.";"Telefone Móvel Celular";"Life Play";"Life Play";"05/10/2017";"11/10/2015"
"002451005849";"SPEED SHANGHAN INDUSTRIAL COMPANY LIMITED";"Equipamento de Radiocomunicação de Radiação Restrita";"SPMS152";"SPMS152";"05/10/2017";"03/02/2014"
"002451105528";"Volex Interconnect Systen Co. Ltd.";"Conector de Fibra Óptica";"LC-PC MM";"LC-PC MM";"05/10/2017";""
